feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,churn
13.919330762358207,0.791081993891045,-2.5789703932286234,-1.6293383152313814,-5.271230549217907,-2.4860544481350164,1.9077947929235957,1.9027146677383424,-2.3636310677339116,3.551097954966404,1.1701683993332415,6.296612505938443,-2.245643591753328,1.4104491577771263,0.08265664053492494,1.4555281415954782,1.1223085010098728,-0.36410142486917774,-5.1773815475507945,2.4516210721130025,0
10.911143503044997,-0.5259447050749119,-3.199818637899659,2.796554939391053,-1.5402412316831893,0.8065361427695754,3.72066407243663,-1.3564404249584348,-0.8389240940088283,-1.04173838544213,-1.0338725188120317,-7.959789288056419,-1.549392493259684,3.684718851777463,-3.286142858874368,-2.8497889976260558,1.080880339043147,-1.7947337053764343,-0.036781467105275745,4.785092032078278,1
4.536548048212587,0.16348807488789943,-2.331627979631839,0.0587968283599003,-4.28818573346549,0.4339607032596766,2.204198179024549,1.9571198370572793,0.6245218263784307,2.46795218134659,-3.140157323351687,6.409778744150434,3.180055461856637,3.3260339007623916,4.960383589105654,2.4452660532159625,1.0296920324396903,0.10402708429410254,-1.1484850488096152,-0.2831626483632661,0
14.187379376463772,-1.3198465659632,-3.972818048981119,-2.7966832127606676,-1.632751564335475,-1.3617412163852314,3.2135199765994,3.720562796559192,-4.4972695900895605,3.191274283384646,-0.4178722360794347,9.097592753286117,0.4933612505072369,1.9147443421954633,1.7765007494085598,5.621038210449173,0.6443188553143373,0.12688179733074945,-2.482001569880067,1.1542682979417556,0
9.222315879705523,-0.5556635714962225,-5.384011504780104,-0.8838480902602543,-2.226260724718208,1.659143659319908,2.7344008793714396,-3.359074206123659,-4.205752218133943,-4.542211936340664,-1.603725816860157,-3.0079419011820723,-0.20171903187869422,-1.950215259677663,-4.3076951610654355,2.2759768016299446,-0.9242538050879174,1.7899552230119227,-1.438413060412671,0.20186904198929145,1
8.945304968389708,-0.09931146889579462,-3.1821820607016127,-2.8648247795496316,-1.5950372008321703,-0.726816290316225,1.6666576880615278,2.1400509729334933,-4.885581527546762,1.4245185614383984,-0.9260123174841479,3.8992376280370773,1.0379555456515004,2.018755736791274,2.0539696698040393,1.5937650731558388,2.0732342775837784,1.2700102516774536,-2.5106714812798487,3.4157904930550362,0
-10.996217125057319,-1.3092451446556101,-5.182951638760957,2.9239994796604907,2.8136794642083576,4.004514734565431,-2.887220654905743,-2.24550814027028,0.5342741236778563,0.6267283794223419,-4.7969317158289275,0.6827039401499856,0.6044737933757777,-2.916635369771702,6.5338026192750664,1.715221242920383,-0.3827482431600788,-0.5567684164061686,-0.5851800200806543,0.8928993537993899,0
3.3590330911611472,0.24594294353521565,1.332796905747624,0.06132806720536643,-2.0446215469268063,-2.723025212734805,0.537101278332365,0.623352802743002,0.3110550477744163,2.207786443084232,4.289036187971714,-0.17723485890668347,0.7550695754130009,-0.23238497523918777,-1.2301217268688247,-0.8327462606959313,4.312281967628234,0.31719453780040047,2.4279556031882716,-0.49715180036295026,1
-11.095127466451252,0.6618270772115431,-4.9141590147853496,1.5653633819329036,2.774309124302109,-0.23125341121819964,-3.40645034364711,-6.18107863296711,5.446002732786642,-1.7443503160008123,-3.729763118960334,-13.939589278130414,1.3096771535185752,1.0024018088679654,3.870665806160857,-4.0706070440467315,-0.6459134176735402,-0.6162490711055539,-2.0643078423296513,1.083306885795766,0
13.670364329059447,-1.7594828355841785,-5.87790900523731,-4.080703423348359,0.05915607226180475,0.29365803199732365,0.8534492849701221,6.241362883683945,-6.468373345776445,0.957823798003895,1.5354779589315868,6.010375357319586,1.2271296776897214,0.3699427687867418,-0.26846677131514163,4.442801731756939,0.6054858259912868,0.5118235369750476,-2.7655581865305,1.3614044170809285,0
